Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Address,canonical_Length of Day,canonical_Fax,canonical_Center Director,canonical_Head Start Fund,canonical_Program Name,canonical_Email Address,canonical_Site name,canonical_NAEYC Program Id,canonical_Director,canonical_Progmod,canonical_Executive Director,canonical_Number per Site HS,canonical_Number per Site EHS,canonical_Eearly Head Start Fund,canonical_Purple binder service type,canonical_NAEYC Valid Until,canonical_Column,canonical_ECE Available Programs,canonical_Zip,canonical_Source,canonical_Phone,canonical_Ounce of Prevention Description,canonical_CC fund,canonical_Neighborhood,canonical_Program Option,canonical_Column2,canonical_Agency,canonical_IDHS Provider ID,canonical_Funded Enrollment,canonical_Id,canonical_Website
86,0.338797662939,1827,chapin_dfss_providers_2011_070212.csv,MARY CRANE LEAGUE MARY CRANE CENTER (MOLADE CHILD DEV.),1120 N LAMON ,60651,6267760,,,,,,,MARY CRANE LEAGUE,AUSTIN,,,,,,Yes,Yes,Yes,"4372IT(Child Care IT Center), 4372PS(Child Care PS Center),",,,,,,,,,,b'1120 n lamon',b'half day/full day',b'',b'www.marycrane.org',b'',b'child care',b'',b'bethel new life',b'',b'',b'yes',"b'4372it(child care it center), 4372ps(child care ps center),'",b'',b'',b'',b'',b'kathleen pesek',b'',b'lavetter terry',b'60651',b'cps_early_childhood_portal_scrape.csv',b'6267760',b'',b'yes',b'austin',b'austin',b'child care',b'',b'',b'mary crane league',b'17',b'yes'
87,0.506006360054,1828,chapin_dfss_providers_2011_070212.csv,MARY CRANE LEAGUE MARY CRANE CENTER (MORSE),1545 W MORSE ,60626,2621390,,,,,,,MARY CRANE LEAGUE,ROGERS PARK,,,,,Guadalupe Herrera,Yes,No,No,4270PS(HS Collaboration with Childcare & PreK),,,,,,,,,,b'1545 w morse',"b'8-11 hours, varies by facility'",b'',b'www.marycrane.org',b'',b'community partnerships',b'',b'mary crane league mary crane center (morse)',b'',b'',b'no',b'4270ps(hs collaboration with childcare & prek)',b'',b'',b'guadalupe herrera',b'',b'traci medina',b'',b'lavetter terry',b'60626',b'cps_early_childhood_portal_scrape.csv',b'2621390',b'',b'yes',b'',b'rogers park',b'child care',b'',b'',b'mary crane league',b'38',b'no'
559,0.490407271045,1829,chapin_dfss_providers_2011_070212.csv,MARY CRANE LEAGUE MARY CRANE CENTER (NORTH),2905 N LEAVITT ,60618,3485528,,,,,,,MARY CRANE LEAGUE,NORTH CENTER,,,,,Lavetter Terry,No,Yes,No,,,,,,,,,,,b'2905 n leavitt',b'extended day',b'',b'www.marycrane.org',b'',b'child care',b'',b'mary crane',b'',b'',b'yes',b'',b'',b'',b'lavetter terry',b'',b'martuice williams',b'',b'cp',b'60618',b'ece chicago find a school scrape.csv',b'3485528',b'',b'no',b'north center',b'north center',b'child care',b'',b'',b'mary crane league',b'2642',b'no'
699,0.258499073982,1830,chapin_dfss_providers_2011_070212.csv,MARY CRANE LEAGUE MARY CRANE CENTER (WEST),2820 N LEAVITT ,60618,3485528,,,,,,,MARY CRANE LEAGUE,NORTH CENTER,,,,,Emily Hamlin,Yes,Yes,No,4237PS(HS Collaboration with Childcare & PreK),,,,,,,,,,b'2820 n leavitt',b'half day/full day',b'',b'www.marycrane.org',b'',b'child care',b'',b'mary crane league - mary crane - west',b'',b'',b'yes',b'4237ps(hs collaboration with childcare & prek)',b'',b'',b'emily hamlin',b'',b'martuice williams',b'',b'lavetter terry',b'60618',b'cps_early_childhood_portal_scrape.csv',b'3485528',b'',b'yes',b'',b'north center',b'',b'',b'',b'mary crane league',b'86',b'no'
140,0.327420696616,1831,chapin_dfss_providers_2011_070212.csv,METROPOLITAN FAMILY SERVICES MIDWAY CHILDREN'S CENTER,3215 W 63RD ST ,60629,8842350,,,,,,,METROPOLITAN FAMILY SERVICES,CHICAGO LAWN,,,,,Guadalupe Valdine,Yes,No,Yes,"4331IT(Child Care IT Center), 3783PS(HS Collaboration with C",,,,,,,,,,b'3215 w 63rd st',b'half day/full day',b'',b'www.metrofamily.org',b'',b'head start',b'08/01/16',b'metropolitan family services',b'',b'',b'no',"b'4331it(child care it center), 3783ps(hs collaboration with c'",b'',b'',b'guadalupe valdine',b'valdivig@metrofamily.org',b'guadalupe valdine',b'',b'cp',b'60629',b'cps_early_childhood_portal_scrape.csv',b'8842350',b'722978',b'yes',b'chicago lawn',b'chicago lawn',b'child care',b'',b'',b'metropolitan family services',b'2951',b'yes'
695,0.535107791424,1832,chapin_dfss_providers_2011_070212.csv,METROPOLITAN FAMILY SERVICES MIDWAY HEAD START,6422 S KEDZIE ,60629,7374790,,,,,,,METROPOLITAN FAMILY SERVICES,CHICAGO LAWN,,,,,Rhonda Freeman,Yes,No,No,,,,,,,,,,,b'6422 s kedzie',"b'8-11 hours, varies by facility'",b'',b'www.metrofamily.org',b'',b'community partnerships',b'',b'metropolitan family services midway head start',b'',b'',b'no',b'',b'',b'',b'rhonda freeman',b'',b'rhonda freeman',b'',b'laurie sedio',b'60629',b'cps_early_childhood_portal_scrape.csv',b'7374790',b'',b'yes',b'',b'chicago lawn',b'',b'',b'',b'metropolitan family services',b'2246',b'no'
701,0.916508893172,1833,chapin_dfss_providers_2011_070212.csv,METROPOLITAN FAMILY SERVICES NORTH CHILDREN'S CENTER,3249 N CENTRAL AVE ,60634,,,,,,,,METROPOLITAN FAMILY SERVICES,PORTAGE PARK,,,,,Dawn Delgado,Yes,No,Yes,"4329IT(Child Care IT Center), 4330PS(HS Collaboration with C",,,,,,,,,,b'3249 n central ave',b'extended day',b'',b'www.metrofamily.org',b'',b'child care',b'',"b""metropolitan family services - north children's center""",b'',b'',b'no',"b'4329it(child care it center), 4330ps(hs collaboration with c'",b'',b'',b'dawn delgado',b'',b'dawn delgado',b'',b'fernando freire',b'60634',b'cps_early_childhood_portal_scrape.csv',b'3713700',b'',b'yes',b'',b'portage park',b'',b'',b'',b'metropolitan family services',b'103',b'yes'
1064,,1834,chapin_dfss_providers_2011_070212.csv,NORTH AVENUE DAY NURSERY FCCH-AIDA CARDONA,2117 N KEDVALE ,60639,,,,,,,,NORTH AVENUE DAY NURSERY,HERMOSA,,,,,,No,Yes,Yes,"5829IP(EHS Collaboration Enhanced Home IP), 5830IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,,1835,chapin_dfss_providers_2011_070212.csv,NORTH AVENUE DAY NURSERY FCCH-AMANDA LOPEZ,4433 N HARDING ,60625,,,,,,,,NORTH AVENUE DAY NURSERY,ALBANY PARK,,,,,Sonja Anthony,No,Yes,No,"5932IP(EHS Collaboration Enhanced Home IP), 5933IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,,1836,chapin_dfss_providers_2011_070212.csv,NORTH AVENUE DAY NURSERY FCCH-BETTY WILLIAMS,1543 N KOLIN ,60651,,,,,,,,NORTH AVENUE DAY NURSERY,HUMBOLDT PARK,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,,1837,chapin_dfss_providers_2011_070212.csv,NORTH AVENUE DAY NURSERY FCCH-CAROLYN PRICE,2020 W JACKSON ,60612,,,,,,,,NORTH AVENUE DAY NURSERY,NEAR WEST SIDE,,,,,,No,No,No,"5833IP(EHS Collaboration Enhanced Home IP), 5834IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,,1838,chapin_dfss_providers_2011_070212.csv,NORTH AVENUE DAY NURSERY FCCH-CHERYL COOK,5929 W WALTON ,60651,,,,,,,,NORTH AVENUE DAY NURSERY,AUSTIN,,,,,,No,No,No,"5835IT(Child Care Home IT), 5835PS(Child Care Home PS), 5835",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,,1839,chapin_dfss_providers_2011_070212.csv,NORTH AVENUE DAY NURSERY FCCH-DORA LOPEZ,2256 W FOSTER ,60625,7845132,,,,,,,NORTH AVENUE DAY NURSERY,LINCOLN SQUARE,,,,,Sonja Anthony,No,Yes,No,"6127IP(EHS Collaboration Enhanced Home IP), 6136IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,,1840,chapin_dfss_providers_2011_070212.csv,NORTH AVENUE DAY NURSERY FCCH-EMMA TURNER,1815 W MONROE ,60612,,,,,,,,NORTH AVENUE DAY NURSERY,NEAR WEST SIDE,,,,,,No,Yes,Yes,"5803IP(EHS Collaboration Enhanced Home IP), 5805IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,,1841,chapin_dfss_providers_2011_070212.csv,NORTH AVENUE DAY NURSERY FCCH-GLADYS LORENZO,2642 N FAIRFIELD ,60647,,,,,,,,NORTH AVENUE DAY NURSERY,LOGAN SQUARE,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,0.905661,1842,chapin_dfss_providers_2011_070212.csv,NORTH AVENUE DAY NURSERY FCCH-HILDA PEREZ,4339 W MCLEAN ,60639,,,,,,,,NORTH AVENUE DAY NURSERY,HERMOSA,,,,,,No,No,No,,,,,,,,,,,b'4339 w mclean',b'',b'',b'',b'',b'',b'',b'north avenue day nursery fcch-hilda perez',b'',b'',b'no',b'',b'',b'',b'',b'',b'',b'',b'',b'60639',b'chapin_dfss_providers_2011_070212.csv',b'',b'',b'no',b'',b'hermosa',b'early head start',b'',b'',b'north avenue day nursery',b'1842',b'no'
1072,,1843,chapin_dfss_providers_2011_070212.csv,NORTH AVENUE DAY NURSERY FCCH-JOHNNIE VAUGHN,1701 N MAJOR ,60639,8040261,,,,,,,NORTH AVENUE DAY NURSERY,AUSTIN,,,,,,No,No,No,"5916IP(EHS Collaboration Enhanced Home IP), 5916IT(EHS Enhan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,,1844,chapin_dfss_providers_2011_070212.csv,NORTH AVENUE DAY NURSERY FCCH-LUZ GONZALEZ,1743 N FRANCISCO ,60647,,,,,,,,NORTH AVENUE DAY NURSERY,WEST TOWN,,,,,,No,No,No,"5836IT(Child Care Home IT), 5836PS(Child Care Home PS), 5836",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,,1845,chapin_dfss_providers_2011_070212.csv,NORTH AVENUE DAY NURSERY FCCH-MARIA BERRERA,2443 W FOSTER ,60625,6000846,,,,,,,NORTH AVENUE DAY NURSERY,LINCOLN SQUARE,,,,,Sonja Anthony,No,Yes,No,"6126IP(EHS Collaboration Enhanced Home IP), 6135IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,,1846,chapin_dfss_providers_2011_070212.csv,NORTH AVENUE DAY NURSERY FCCH-NELLIE AGRON,922 N RIDGEWAY ,60651,7828281,,,,,,,NORTH AVENUE DAY NURSERY,HUMBOLDT PARK,,,,,,No,No,No,"5918IT(Child Care Home IT), 5918PS(Child Care Home PS), 5918",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,,1847,chapin_dfss_providers_2011_070212.csv,NORTH AVENUE DAY NURSERY FCCH-ROBBIE ANTHONY,5916 WEST SUPERIOR ,60644,2974124,,,,,,,NORTH AVENUE DAY NURSERY,AUSTIN,,,,,Sonja Anthony,No,Yes,No,"6124IP(EHS Collaboration Enhanced Home IP), 6125IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,,1848,chapin_dfss_providers_2011_070212.csv,NORTH AVENUE DAY NURSERY FCCH-SHELONDA HASSELL,5924 W OHIO AVE ,60644,,,,,,,,NORTH AVENUE DAY NURSERY,AUSTIN,,,,,,No,No,No,"5985IP(EHS Collaboration Enhanced Home IP), 5986IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,,1849,chapin_dfss_providers_2011_070212.csv,NORTH AVENUE DAY NURSERY FCCH-SONYA HARRIS,329 N LONG AVE ,60644,6269894,,,,,,,NORTH AVENUE DAY NURSERY,AUSTIN,,,,,,No,No,No,"5917IP(EHS Collaboration Enhanced Home IP), 5921IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,,1850,chapin_dfss_providers_2011_070212.csv,NORTH AVENUE DAY NURSERY FCCH-TIFFANY TAYLOR,1135 S SACRAMENTO 1 ,60612,9815376,,,,,,,NORTH AVENUE DAY NURSERY,NORTH LAWNDALE,,,,,Sonja Anthony,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,,1851,chapin_dfss_providers_2011_070212.csv,NORTH AVENUE DAY NURSERY FCCH-VALERIE MARTIN,2043 W PIERCE ,60622,,,,,,,,NORTH AVENUE DAY NURSERY,WEST TOWN,,,,,,No,Yes,Yes,"5757IP(EHS Collaboration Enhanced Home IP), 5837IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,,1852,chapin_dfss_providers_2011_070212.csv,NORTH AVENUE DAY NURSERY FCCH-VIOLET JACKSON,208 N MENARD ,60644,8246764,,,,,,,NORTH AVENUE DAY NURSERY,AUSTIN,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,,1853,chapin_dfss_providers_2011_070212.csv,NORTH AVENUE DAY NURSERY FCCH-YONNA BANKS,3907 W FILLMORE ,60624,4919316,,,,,,,NORTH AVENUE DAY NURSERY,NORTH LAWNDALE,,,,,Sonja Anthony,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,0.771445790927,1854,chapin_dfss_providers_2011_070212.csv,NORTH AVENUE DAY NURSERY NORTH AVENUE DAY NURSERY,2001 W PIERCE ,60622,3424499,,,,,,,NORTH AVENUE DAY NURSERY,WEST TOWN,,,,,Steve Koll,Yes,No,Yes,"3270PS(HS Collaboration with Childcare & PreK), 2742PS(Child",,,,,,,,,,b'2001 w pierce',b'half day/full day',b'',b'www.nadnkids.org',b'',b'child care',b'04/30/15',b'north avenue day nursery - north avenue day nursery',b'',b'',b'no',"b'3270ps(hs collaboration with childcare & prek), 2742ps(child'",b'',b'',b'steve koll',b'steven@nadnkids.org',b'steve koll',b'',b'cp',b'60622',b'cps_early_childhood_portal_scrape.csv',b'3424499',b'274678',b'yes',b'west town',b'west town',b'child care',b'',b'',b'north avenue day nursery',b'60',b'yes'
579,0.80517372489,1855,chapin_dfss_providers_2011_070212.csv,NORTHWESTERN UNIVERSITY SETTLEMENT HOUSE NORTHWESTERN UNIVERSITY SETTLEMENT HOUSE,1400 W AUGUSTA ,60622,2787471,,,,,,,NORTHWESTERN UNIVERSITY SETTLEMENT HOUSE,WEST TOWN,,,,,Linda McLaren,Yes,No,No,,,,,,,,,,,b'1400 w. augusta blvd.',"b'8-11 hours, varies by facility'",b'(773) 278-7536',b'www.nush.org',b'',b'community partnerships',b'04/30/14',b'northwestern university settlement',b'',b'',b'no',b'',b'',b'',b'linda mclaren',b'',b'linda mclaren',b'',b'jose alatorre',b'60622',b'cps_early_childhood_portal_scrape.csv',b'2787471',b'587968',b'yes',b'west town',b'west town',b'',b'',b'5701-4911-5433-005',b'northwestern university settlement house',b'245',b'no'
705,0.846025168896,1856,chapin_dfss_providers_2011_070212.csv,ONWARD NEIGHBORHOOD HOUSE ABC PRESCHOOL,3800 N AUSTIN AVENUE ,60634,6859033,,,,,,,ONWARD NEIGHBORHOOD HOUSE,DUNNING,,,,,Patricia Bentz,Yes,No,No,,,,,,,,,,,b'3800 n austin avenue',b'half day/full day',b'',b'www.onwardhouse.org',b'',b'head start',b'',b'onward neighborhood house abc preschool',b'',b'',b'no',b'',b'',b'',b'patricia bentz',b'',b'patricia bentz',b'',b'mario garcia',b'60634',b'dfss_agencysitelies_2012.csv',b'6859033',b'',b'yes',b'',b'dunning',b'',b'',b'',b'onward neighborhood house',b'2250',b'no'
706,0.887471079826,1857,chapin_dfss_providers_2011_070212.csv,ONWARD NEIGHBORHOOD HOUSE LEE'S CUDDLES N CARE,6100 W NORTH AVENUE ,60639,7458054,,,,,,,ONWARD NEIGHBORHOOD HOUSE,AUSTIN,,,,,Anndrella Lee,Yes,No,No,,,,,,,,,,,b'6100 w north avenue',b'half day/full day',b'',b'www.onwardhouse.org',b'',b'head start',b'',"b""onward neighborhood house lee's cuddles n care""",b'',b'',b'no',b'',b'',b'',b'anndrella lee',b'',b'anndrella lee',b'',b'mario garcia',b'60639',b'dfss_agencysitelies_2012.csv',b'7458054',b'',b'yes',b'',b'austin',b'',b'',b'',b'onward neighborhood house',b'1857',b'no'
707,0.917813,1858,chapin_dfss_providers_2011_070212.csv,ONWARD NEIGHBORHOOD HOUSE MCKINNEY EARLY LEARNING ACADEMY,5745 W DIVISION ST ,60651,,,,,,,,ONWARD NEIGHBORHOOD HOUSE,AUSTIN,,,,,,Yes,No,No,,,,,,,,,,,b'5745 w division st',b'',b'',b'www.onwardhouse.org',b'',b'',b'',b'onward neighborhood house mckinney early learning academy',b'',b'',b'no',b'',b'',b'',b'',b'',b'',b'',b'mario garcia',b'60651',b'chapin_dfss_providers_2011_070212.csv',b'',b'',b'yes',b'',b'austin',b'',b'',b'',b'onward neighborhood house',b'1858',b'no'
708,0.830822110176,1859,chapin_dfss_providers_2011_070212.csv,ONWARD NEIGHBORHOOD HOUSE NEW BEGINNINGS,5445 W NORTH AVENUE ,60639,3855365,,,,,,,ONWARD NEIGHBORHOOD HOUSE,AUSTIN,,,,,Verlene Vanderbilt,Yes,No,No,,,,,,,,,,,b'5445 w north ave',b'half day/full day',b'',b'www.onwardhouse.org',b'',b'head start',b'',b'onward neighborhood house new beginnings',b'',b'',b'no',b'',b'',b'',b'verlene vanderbilt',b'',b'verlene vanderbilt',b'',b'mario garcia',b'60639',b'dfss_agencysitelies_2012.csv',b'3855365',b'',b'yes',b'',b'austin',b'',b'',b'',b'onward neighborhood house',b'1859',b'no'
549,0.726428896189,1860,chapin_dfss_providers_2011_070212.csv,ONWARD NEIGHBORHOOD HOUSE ONWARD NEIGHBORHOOD HOUSE - BELMONT/CRAGIN,5423 W DIVERSEY AVE ,60639,6223215,,,,,,,ONWARD NEIGHBORHOOD HOUSE,BELMONT CRAGIN,,,,,Santa Rivera,Yes,Yes,Yes,"3153IT(Child Care IT Center), 3153PS(Child Care PS Center &",,,,,,,,,,b'5423 w diversey',b'half day/full day',b'',b'www.onwardhouse.org',b'',b'state pre-kindergarten',b'',b'onward neighborhood house - belmont-cragin',b'',b'',b'yes',"b'3153it(child care it center), 3153ps(child care ps center &'",b'',b'',b'santa rivera',b'',b'santa rivera',b'',b'mario garcia',b'60639',b'cps_early_childhood_portal_scrape.csv',b'6223215',b'',b'yes',b'',b'belmont cragin',b'',b'',b'',b'onward neighborhood house',b'1860',b'yes'
709,0.450168331464,1861,chapin_dfss_providers_2011_070212.csv,ONWARD NEIGHBORHOOD HOUSE ONWARD NEIGHBORHOOD HOUSE - WEST TOWN,600 N LEAVITT STREET ,60612,6666726,,,,,,,ONWARD NEIGHBORHOOD HOUSE,WEST TOWN,,,,,Darica Charles,Yes,No,No,"2744IT(Child Care IT Center), 3272PS(HS Collaboration with C",,,,,,,,,,b'600 n leavitt st',b'half day/full day',b'',b'www.onwardhouse.org',b'',b'child care',b'01/31/13',b'onward neighborhood house',b'',b'',b'no',"b'2744it(child care it center), 3272ps(hs collaboration with c'",b'',b'',b'darica charles',b'mlarson@onwardhouse.org',b'darica charles',b'',b'mario garcia',b'60612',b'cps_early_childhood_portal_scrape.csv',b'6666726',b'511442',b'yes',b'west town',b'west town',b'child care',b'',b'',b'onward neighborhood house',b'1293',b'no'
91,0.611686487993,1862,chapin_dfss_providers_2011_070212.csv,ONWARD NEIGHBORHOOD HOUSE TINY TOWN FOR TOTS,5654 W DIVISION ST ,60651,6260048,,,,,,,ONWARD NEIGHBORHOOD HOUSE,AUSTIN,,,,,Ricky Spain,Yes,No,No,,,,,,,,,,,b'5654 w division st',b'extended day',b'',b'www.onwardhouse.org',b'',b'child care',b'',b'onward neighborhood house - tiny town for tots',b'',b'',b'no',b'',b'',b'',b'ricky spain',b'',b'ricky spain',b'',b'mario garcia',b'60651',b'cps_early_childhood_portal_scrape.csv',b'6260048',b'',b'yes',b'',b'austin',b'',b'',b'',b'onward neighborhood house',b'151',b'no'
556,0.869067,1863,chapin_dfss_providers_2011_070212.csv,SALVATION ARMY ALL THINGS ARE POSIBLE,4014 W CHICAGO AVE ,60651,4892464,,,,,,,SALVATION ARMY,HUMBOLDT PARK,,,,,Shelandria Galsper,Yes,No,No,,,,,,,,,,,b'4014 w. chicago ave.',b'',b'',b'www.usc.salvationarmy.com',b'',b'',b'',b'salvation army all things are posible',b'',b'',b'no',b'',b'',b'',b'shelandria galsper',b'',b'shelandria galsper',b'',b'claudia rowland',b'60651',b'dfss_agencysitelies_2012.csv',b'4892464',b'',b'yes',b'',b'humboldt park',b'',b'',b'',b'salvation army',b'2257',b'no'
710,0.911103,1864,chapin_dfss_providers_2011_070212.csv,SALVATION ARMY BUILDING BLOCKS,1120 W 69TH ST ,60621,4882222,,,,,,,SALVATION ARMY,ENGLEWOOD,,,,,Mitchelle Redd,Yes,No,No,,,,,,,,,,,b'1120 w 69th st',b'',b'',b'www.usc.salvationarmy.com',b'',b'',b'',b'salvation army building blocks',b'',b'',b'no',b'',b'',b'',b'mitchelle redd',b'',b'mitchelle redd',b'',b'claudia rowland',b'60621',b'chapin_dfss_providers_2011_070212.csv',b'4882222',b'',b'yes',b'',b'englewood',b'',b'',b'',b'salvation army',b'1864',b'no'
711,0.434942089021,1865,chapin_dfss_providers_2011_070212.csv,SALVATION ARMY COLUMBUS PARK,500 S CENTRAL ,60644,9214162,,,,,,,SALVATION ARMY,AUSTIN,,,,,Felice Lewis,Yes,No,No,7017PS(HS Collaboration with Childcare & PreK),,,,,,,,,,b'500 s central',b'half day/full day',b'',b'www.usc.salvationarmy.com',b'',b'child care',b'09/30/14',b'salvation army columbus park',b'',b'',b'no',b'7017ps(hs collaboration with childcare & prek)',b'',b'',b'felice lewis',b'felice_lewis@usc.salvationarmy.org',b'felice lewis',b'',b'claudia rowland',b'60644',b'cps_early_childhood_portal_scrape.csv',b'9214162',b'395893',b'yes',b'austin',b'austin',b'child care',b'',b'',b'salvation army',b'2259',b'no'
712,0.911103,1866,chapin_dfss_providers_2011_070212.csv,SALVATION ARMY CREATIVE LITTLE ONES,2809 W 59TH ST ,60629,4762562,,,,,,,SALVATION ARMY,CHICAGO LAWN,,,,,Audy Sejour,Yes,No,No,,,,,,,,,,,b'2809 w 59th st',b'',b'',b'www.usc.salvationarmy.com',b'',b'',b'',b'salvation army creative little ones',b'',b'',b'no',b'',b'',b'',b'audy sejour',b'',b'audy sejour',b'',b'claudia rowland',b'60629',b'chapin_dfss_providers_2011_070212.csv',b'4762562',b'',b'yes',b'',b'chicago lawn',b'',b'',b'',b'salvation army',b'1866',b'no'
543,0.88452488184,1867,chapin_dfss_providers_2011_070212.csv,SALVATION ARMY EDSEL ALBERT AMMONS NURSERY,549 E 76TH ST ,60619,4837040,,,,,,,SALVATION ARMY,GREATER GRAND CROSSING,,,,,Debbie Reynolds,Yes,No,No,,,,,,,,,,,b'549 e 76th st',b'',b'',b'www.usc.salvationarmy.com',b'',b'',b'',b'salvation army edsel albert ammons nursery',b'',b'',b'no',b'',b'',b'',b'debbie reynolds',b'',b'debbie reynolds',b'',b'claudia rowland',b'60619',b'chapin_dfss_providers_2011_070212.csv',b'4837040',b'',b'yes',b'',b'greater grand crossing',b'child care',b'',b'',b'salvation army',b'2261',b'no'
383,0.273397818208,1868,chapin_dfss_providers_2011_070212.csv,SALVATION ARMY FAMILY OUTREACH INITIATIVE (SAL ARMY,845 W 69TH STREET ,60621,8324716,,,,,,,SALVATION ARMY,ENGLEWOOD,,,,,Rosie Mohammad,Yes,No,No,4121IT(EHS),,,,,,,,,,b'845 w 69th st',b'half day/full day',b'',b'www.usc.salvationarmy.com',b'',b'head start',b'',b'salvation army - family outreach initiative (sal army)',b'',b'',b'no',b'4121it(ehs)',b'',b'',b'rosie mohammad',b'',b'rosie mohammad',b'',b'claudia rowland',b'60621',b'cps_early_childhood_portal_scrape.csv',b'3824706',b'',b'yes',b'',b'englewood',b'child care',b'',b'',b'salvation army',b'1868',b'no'
1083,,1869,chapin_dfss_providers_2011_070212.csv,SALVATION ARMY FCCH-ALLIE WINFIELD,1312 W 95TH ST ,60643,2382079,,,,,,,SALVATION ARMY,WASHINGTON HEIGHTS,,,,,Kelli Kemp,No,No,No,"6108IP(EHS Collaboration Enhanced Home IP), 6108IT(EHS Enhan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,,1870,chapin_dfss_providers_2011_070212.csv,SALVATION ARMY FCCH-GERALDINE SIVERAND,1504 N LECLAIRE ,60620,8040406,,,,,,,SALVATION ARMY,AUSTIN,,,,,Kelli Kemp,No,No,No,"5759IP(EHS Collaboration Enhanced Home IP), 5759IT(EHS Enhan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,,1871,chapin_dfss_providers_2011_070212.csv,SALVATION ARMY FCCH-JESSICA HINTON,222 E 87TH ST ,60619,7982000,,,,,,,SALVATION ARMY,CHATHAM,,,,,Kelli Kemp,No,Yes,No,"6106IP(EHS Collaboration Enhanced Home IP), 6106IT(EHS Enhan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,,1872,chapin_dfss_providers_2011_070212.csv,SALVATION ARMY FCCH-MILDRED SPEARS,6749 S WINCHESTER ,60636,9301832,,,,,,,SALVATION ARMY,WEST ENGLEWOOD,,,,,Kelli Kemp,No,No,No,"6107IP(EHS Collaboration Enhanced Home IP), 6107IT(EHS Enhan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,,1873,chapin_dfss_providers_2011_070212.csv,SALVATION ARMY FCCH-SHIRLEY OLIVER,6020 S PAULINA ,60636,9126264,,,,,,,SALVATION ARMY,WEST ENGLEWOOD,,,,,Kelli Kemp,No,Yes,No,"5989IP(EHS Collaboration Enhanced Home IP), 5989IT(EHS Enhan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,0.618093311787,1874,chapin_dfss_providers_2011_070212.csv,SALVATION ARMY INCARNATION,1345 N KARLOV ,60651,2764118,,,,,,,SALVATION ARMY,HUMBOLDT PARK,,,,,Zoraida Fernandini,Yes,No,No,,,,,,,,,,,b'1345 n karlov',b'extended day',b'',b'www.usc.salvationarmy.com',b'',b'child care',b'03/31/15',b'salvation army incarnation',b'',b'',b'no',b'',b'',b'',b'zoraida fernandini',b'elsa_galan@usc.salvationarmy.org',b'zoraida fernandini',b'',b'claudia rowland',b'60651',b'cps_early_childhood_portal_scrape.csv',b'2764118',b'344640',b'yes',b'',b'humboldt park',b'',b'',b'',b'salvation army',b'29',b'no'
